fuel_type,body_type,km_driven,city,brand,transmission_type,no_of_owner,seats,manufacture_year,registration_year,model_year,price
Petrol,Hatchback,21000,hyderabad,Tata,Manual,1,5,2022,2022,2022,875000.0
Diesel,SUV,56545,hyderabad,Jeep,Manual,1,5,2018,2019,2018,1600000.0
Petrol,Hatchback,64000,hyderabad,Volkswagen,Manual,1,5,2017,2017,2017,675000.0
Petrol,Sedan,71413,hyderabad,Volkswagen,Manual,2,5,2018,2018,2018,533000.0
Petrol,Hatchback,31920,hyderabad,Renault,Manual,2,5,2020,2020,2020,487000.0
Diesel,SUV,46000,hyderabad,BMW,Automatic,1,5,2019,2019,2019,3390000.0
Petrol,Hatchback,9939,hyderabad,Maruti,Manual,2,5,2022,2023,2022,526000.0
Petrol,Hatchback,7156,hyderabad,Maruti,Manual,1,5,2022,2022,2022,926000.0
Petrol,Sedan,20608,hyderabad,Toyota,Manual,1,5,2018,2018,2018,850000.0
Petrol,Sedan,92000,hyderabad,Maruti,Manual,2,5,2019,2019,2019,725000.0
Petrol,Hatchback,67553,hyderabad,Maruti,Automatic,2,5,2018,2018,2018,501000.0
Petrol,Sedan,95286,hyderabad,Maruti,Manual,1,5,2017,2017,2017,577000.0
Diesel,SUV,66000,hyderabad,Mahindra,Manual,1,7,2015,2015,2015,894999.9999999999
Petrol,Hatchback,35929,hyderabad,Hyundai,Manual,1,5,2019,2019,2019,521000.0
Petrol,SUV,136035,hyderabad,Honda,Manual,1,7,2016,2017,2016,650000.0
Diesel,MUV,93997,hyderabad,Maruti,Manual,1,7,2013,2014,2013,670000.0
Petrol,Sedan,60000,hyderabad,Skoda,Manual,1,5,2018,2018,2018,775000.0
Diesel,SUV,52220,hyderabad,Maruti,Manual,1,5,2019,2019,2019,980000.0000000001
Petrol,Sedan,61659,hyderabad,Maruti,Manual,2,5,2019,2019,2019,830000.0000000001
Petrol,Sedan,65000,hyderabad,Maruti,Manual,1,5,2020,2020,2020,750000.0
Diesel,Hatchback,120000,hyderabad,Mahindra,Manual,1,6,2018,2018,2018,450000.0
Diesel,Hatchback,110000,hyderabad,Maruti,Manual,2,5,2017,2017,2017,600000.0
Petrol,Hatchback,78969,hyderabad,Maruti,Manual,1,5,2017,2017,2017,302000.0
Petrol,Hatchback,38939,hyderabad,Hyundai,Manual,2,5,2021,2021,2021,736000.0
Petrol,Hatchback,88637,hyderabad,Maruti,Manual,1,5,2019,2020,2019,480000.0
Petrol,Hatchback,19070,hyderabad,Hyundai,Manual,1,5,2021,2021,2021,967000.0
Petrol,Hatchback,68556,hyderabad,Maruti,Manual,1,5,2020,2020,2020,432000.0
Petrol,Hatchback,44356,hyderabad,Ford,Manual,1,5,2019,2020,2019,600000.0
Petrol,Sedan,73143,hyderabad,Maruti,Manual,1,5,2016,2017,2016,610000.0
Diesel,SUV,146769,hyderabad,Volvo,Automatic,1,5,2012,2013,2012,1250000.0
Petrol,Hatchback,67527,hyderabad,Datsun,Manual,1,5,2018,2018,2018,337000.0
Petrol,Hatchback,79467,hyderabad,Hyundai,Automatic,1,5,2019,2019,2019,527000.0
Diesel,Sedan,103174,hyderabad,BMW,Automatic,1,5,2014,2015,2014,1750000.0
Petrol,Hatchback,103046,hyderabad,Volkswagen,Manual,3,5,2017,2017,2017,549000.0
Petrol,Hatchback,85110,hyderabad,Fiat,Manual,2,5,2017,2017,2017,270000.0
Diesel,Sedan,114000,hyderabad,Tata,Manual,1,5,2011,2011,2011,285000.0
Diesel,SUV,70000,hyderabad,Renault,Manual,1,5,2017,2018,2017,975000.0
Diesel,Hatchback,72000,hyderabad,Hyundai,Manual,1,5,2018,2018,2018,725000.0
Petrol,SUV,20000,hyderabad,Hyundai,Manual,1,5,2023,2023,2023,955000.0000000001
Diesel,MUV,32000,hyderabad,Kia,Automatic,1,6,2022,2022,2022,1850000.0
Petrol,SUV,20000,hyderabad,Hyundai,Manual,1,5,2023,2023,2023,1010000.0
Petrol,SUV,22500,hyderabad,Kia,Automatic,1,5,2021,2021,2021,1750000.0
Petrol,Hatchback,54708,hyderabad,Hyundai,Manual,1,5,2016,2016,2016,621000.0
Petrol,Hatchback,78031,hyderabad,Maruti,Manual,1,5,2017,2017,2017,633000.0
Diesel,Sedan,32000,hyderabad,BMW,Automatic,1,5,2022,2022,2022,6900000.0
Petrol,Hatchback,24337,hyderabad,Hyundai,Manual,2,5,2019,2019,2019,515000.00000000006
Petrol,Hatchback,82243,hyderabad,Maruti,Manual,1,5,2019,2021,2019,679000.0
Petrol,SUV,20000,hyderabad,Hyundai,Manual,1,5,2022,2022,2022,1388000.0
Petrol,Hatchback,104701,hyderabad,Maruti,Automatic,2,5,2017,2017,2017,609000.0
Petrol,SUV,54000,hyderabad,Toyota,Manual,2,5,2021,2021,2021,1000000.0
Petrol,Hatchback,118937,hyderabad,Maruti,Manual,1,5,2021,2022,2021,590000.0
Diesel,Hatchback,105133,hyderabad,Maruti,Manual,1,5,2017,2017,2017,570000.0
Petrol,SUV,10000,hyderabad,MG,Automatic,1,5,2023,2023,2023,2650000.0
Petrol,Sedan,36290,hyderabad,Maruti,Automatic,1,5,2018,2019,2018,679000.0
Petrol,SUV,10000,hyderabad,Mahindra,Manual,1,7,2023,2023,2023,1800000.0
Petrol,Hatchback,29084,hyderabad,Hyundai,Manual,1,5,2018,2018,2018,640000.0
Petrol,Hatchback,66911,hyderabad,Maruti,Manual,1,5,2020,2020,2020,475000.0
Petrol,Sedan,110000,hyderabad,Honda,Automatic,1,5,2011,2011,2011,430000.0
Petrol,SUV,7033,hyderabad,Maruti,Manual,1,5,2022,2023,2022,1700000.0
Petrol,SUV,40000,hyderabad,Volkswagen,Manual,1,5,2021,2021,2021,1950000.0
Diesel,SUV,80000,hyderabad,Mahindra,Manual,2,7,2014,2014,2014,700000.0
Petrol,Hatchback,22000,hyderabad,Hyundai,Automatic,1,5,2018,2018,2018,675000.0
Petrol,Hatchback,70200,hyderabad,Datsun,Manual,1,5,2018,2019,2018,430000.0
Petrol,Hatchback,60004,hyderabad,Renault,Manual,1,5,2019,2019,2019,420000.0
Petrol,Hatchback,60000,hyderabad,Maruti,Manual,1,5,2020,2020,2020,580000.0
Petrol,Hatchback,57078,hyderabad,Hyundai,Manual,2,5,2013,2013,2013,334000.0
Petrol,Hatchback,63789,hyderabad,Maruti,Manual,1,5,2014,2014,2014,401999.99999999994
Diesel,Hatchback,120000,hyderabad,Chevrolet,Manual,1,5,2016,2016,2016,240000.0
Diesel,Sedan,118207,hyderabad,Maruti,Automatic,2,5,2018,2018,2018,734000.0
Petrol,Sedan,53000,hyderabad,Honda,Manual,1,5,2017,2018,2017,795000.0
Petrol,Hatchback,105224,hyderabad,Maruti,Manual,2,5,2016,2016,2016,570000.0
Petrol,Hatchback,20837,hyderabad,Hyundai,Manual,2,5,2021,2021,2021,551000.0
Petrol,Hatchback,100000,hyderabad,Hyundai,Manual,2,5,2010,2010,2010,280000.0
Petrol,Hatchback,24021,hyderabad,Datsun,Manual,1,5,2021,2021,2021,463000.0
Petrol,Sedan,61000,hyderabad,Maruti,Manual,1,5,2016,2016,2016,625000.0
Diesel,Sedan,120000,hyderabad,Volvo,Automatic,2,5,2013,2013,2013,800000.0
Petrol,Sedan,64000,hyderabad,Ford,Manual,2,5,2008,2008,2008,200000.0
Petrol,Hatchback,120000,hyderabad,Maruti,Manual,1,5,2011,2011,2011,170000.0
Petrol,SUV,30000,hyderabad,Volkswagen,Manual,1,5,2022,2022,2022,1950000.0
Petrol,Hatchback,49000,hyderabad,Maruti,Manual,1,5,2018,2018,2018,325000.0
Diesel,MUV,115000,hyderabad,Mahindra,Manual,1,7,2018,2018,2018,750000.0
Petrol,Hatchback,50000,hyderabad,Maruti,Manual,1,5,2016,2016,2016,275000.0
Petrol,Hatchback,18569,hyderabad,Datsun,Manual,1,5,2021,2021,2021,447000.0
Diesel,Hatchback,98455,hyderabad,Hyundai,Manual,1,5,2018,2018,2018,578000.0
Diesel,Sedan,85000,hyderabad,Skoda,Automatic,1,5,2015,2016,2015,600000.0
Petrol,Sedan,97921,hyderabad,Volkswagen,Manual,1,5,2016,2016,2016,524000.0
Petrol,Hatchback,19205,hyderabad,Datsun,Manual,2,5,2020,2020,2020,401999.99999999994
Diesel,Hatchback,122000,hyderabad,Maruti,Manual,2,5,2019,2019,2019,667000.0
Petrol,Hatchback,97644,hyderabad,Maruti,Manual,1,5,2018,2018,2018,552000.0
Petrol,Hatchback,82000,hyderabad,Hyundai,Manual,1,5,2010,2010,2010,265000.0
Diesel,Hatchback,70607,hyderabad,Maruti,Manual,2,5,2013,2013,2013,443000.0
Petrol,Sedan,71144,hyderabad,Hyundai,Automatic,1,5,2016,2017,2016,721000.0
Petrol,Sedan,2373,hyderabad,Hyundai,Automatic,1,5,2022,2023,2022,1550000.0
Petrol,Hatchback,56753,hyderabad,Hyundai,Automatic,1,5,2021,2021,2021,1092000.0
Diesel,SUV,72000,hyderabad,Maruti,Manual,1,5,2018,2018,2018,890000.0
Petrol,Hatchback,64487,hyderabad,Maruti,Manual,2,5,2018,2019,2018,550000.0
Petrol,Hatchback,95783,hyderabad,Maruti,Manual,1,5,2017,2017,2017,609000.0
Diesel,MUV,60000,hyderabad,Tata,Automatic,2,7,2019,2019,2019,1450000.0
Petrol,MUV,59108,hyderabad,Maruti,Manual,1,6,2021,2021,2021,1100000.0
Diesel,Sedan,50000,hyderabad,Mercedes-Benz,Automatic,2,5,2019,2019,2019,3800000.0
Petrol,SUV,31500,hyderabad,Nissan,Manual,2,5,2020,2020,2020,1199000.0
Diesel,SUV,128193,hyderabad,Mahindra,Manual,1,7,2015,2015,2015,844999.9999999999
Diesel,Sedan,87810,hyderabad,Hyundai,Manual,1,5,2018,2018,2018,1013000.0000000001
Petrol,SUV,64951,hyderabad,Hyundai,Manual,2,5,2017,2017,2017,1008000.0
Diesel,SUV,97161,hyderabad,Hyundai,Manual,1,5,2017,2018,2017,1124000.0
Petrol,Sedan,67805,hyderabad,Volkswagen,Manual,1,5,2017,2017,2017,609000.0
Diesel,SUV,158000,hyderabad,Audi,Automatic,2,5,2014,2014,2014,1450000.0
Petrol,Hatchback,70435,hyderabad,Maruti,Manual,2,5,2014,2014,2014,272000.0
Diesel,SUV,49287,hyderabad,MG,Manual,1,5,2020,2021,2020,1500000.0
Petrol,Hatchback,84759,hyderabad,Hyundai,Automatic,2,5,2018,2019,2018,522000.0
Petrol,Hatchback,74538,hyderabad,Maruti,Manual,2,5,2017,2017,2017,623000.0
Diesel,SUV,53000,hyderabad,Mahindra,Manual,1,8,2010,2010,2010,585000.0
Petrol,Hatchback,79024,hyderabad,Maruti,Manual,2,5,2017,2017,2017,298000.0
Diesel,Hatchback,80000,hyderabad,Maruti,Manual,1,5,2016,2016,2016,400000.0
Diesel,Sedan,56000,hyderabad,Mercedes-Benz,Automatic,1,5,2019,2019,2019,4980000.0
Diesel,SUV,62125,hyderabad,Hyundai,Manual,1,5,2018,2018,2018,1080000.0
Diesel,Hatchback,95596,hyderabad,Toyota,Manual,1,5,2014,2015,2014,520000.0
Petrol,Hatchback,18500,hyderabad,Hyundai,Manual,1,5,2019,2019,2019,680000.0
Diesel,Hatchback,144000,hyderabad,Maruti,Manual,2,5,2016,2016,2016,500000.0
Petrol,Sedan,55200,hyderabad,Honda,Manual,1,5,2021,2021,2021,1199000.0
Diesel,Hatchback,188058,hyderabad,Hyundai,Manual,1,5,2016,2017,2016,498000.00000000006
Petrol,Hatchback,71779,hyderabad,Hyundai,Manual,1,5,2016,2017,2016,633000.0
Petrol,Sedan,101176,hyderabad,Honda,Manual,3,5,2015,2015,2015,562000.0
Diesel,Hatchback,75000,hyderabad,Maruti,Manual,1,5,2016,2016,2016,475000.0
Petrol,Hatchback,66676,hyderabad,Honda,Manual,1,5,2017,2017,2017,601000.0
Petrol,Hatchback,2236,hyderabad,Maruti,Manual,1,5,2018,2018,2018,352000.0
Diesel,SUV,62000,hyderabad,Mahindra,Automatic,1,7,2019,2019,2019,2395000.0
Petrol,Hatchback,74754,hyderabad,Hyundai,Manual,2,5,2012,2012,2012,300000.0
Petrol,Hatchback,66244,hyderabad,Maruti,Manual,1,5,2018,2018,2018,720000.0
Petrol,Hatchback,17341,hyderabad,Renault,Manual,1,5,2022,2022,2022,541000.0
Petrol,Hatchback,44675,hyderabad,Hyundai,Manual,1,5,2018,2018,2018,513999.99999999994
Diesel,SUV,70000,hyderabad,Mahindra,Manual,3,6,2018,2018,2001,395000.0
Petrol,Hatchback,30829,hyderabad,Maruti,Manual,1,5,2022,2022,2022,780000.0
Petrol,Sedan,100000,hyderabad,Tata,Manual,2,5,2015,2015,2015,400000.0
Diesel,Sedan,53800,hyderabad,Maruti,Manual,1,5,2019,2019,2019,994999.9999999999
Diesel,SUV,122000,hyderabad,Hyundai,Manual,1,5,2017,2017,2017,940000.0
Diesel,SUV,107220,hyderabad,Mahindra,Manual,1,7,2017,2018,2017,1490000.0
Diesel,Sedan,129000,hyderabad,Honda,Manual,1,5,2015,2015,2015,580000.0
Diesel,SUV,60000,hyderabad,Mercedes-Benz,Automatic,1,7,2017,2018,2017,6695000.0
Petrol,Hatchback,83829,hyderabad,Datsun,Manual,1,5,2018,2019,2018,375000.0
Diesel,SUV,70000,hyderabad,Audi,Automatic,1,5,2017,2017,2017,3000000.0
Petrol,Hatchback,52996,hyderabad,Honda,Manual,2,5,2013,2013,2013,314000.0
Petrol,Hatchback,16105,hyderabad,Renault,Automatic,2,5,2021,2021,2021,556000.0
Diesel,Sedan,151901,hyderabad,Mercedes-Benz,Manual,1,5,2016,2017,2016,2850000.0
Petrol,Hatchback,15680,hyderabad,Maruti,Manual,1,5,2021,2021,2021,787000.0
Petrol,Hatchback,55065,hyderabad,Maruti,Automatic,1,5,2019,2019,2019,595000.0
Diesel,Hatchback,120000,hyderabad,Toyota,Manual,2,5,2016,2016,2016,400000.0
Petrol,Hatchback,15518,hyderabad,Tata,Automatic,2,5,2021,2021,2021,771000.0
Diesel,Sedan,39907,hyderabad,Honda,Automatic,1,5,2018,2018,2018,790000.0
Petrol,Hatchback,45560,hyderabad,Hyundai,Manual,1,5,2017,2017,2017,655000.0
Petrol,Hatchback,42096,hyderabad,Hyundai,Manual,1,5,2012,2012,2012,336000.0
Diesel,Sedan,70500,hyderabad,Mercedes-Benz,Automatic,2,5,2015,2016,2015,1775000.0
Petrol,Sedan,63886,hyderabad,Honda,Manual,1,5,2018,2018,2018,832000.0
Diesel,MUV,95600,hyderabad,Tata,Manual,1,7,2017,2017,2017,1025000.0
Diesel,Sedan,101000,hyderabad,Mercedes-Benz,Automatic,1,5,2013,2013,2013,1995000.0
Diesel,Sedan,61000,hyderabad,Mercedes-Benz,Automatic,1,5,2015,2015,2015,2650000.0
Diesel,SUV,95000,hyderabad,BMW,Automatic,1,5,2016,2017,2016,2450000.0
Diesel,SUV,97000,hyderabad,Audi,Automatic,1,5,2017,2017,2017,2550000.0
Diesel,Hatchback,61000,hyderabad,Maruti,Manual,1,5,2016,2016,2016,595000.0
Petrol,Hatchback,18000,hyderabad,Hyundai,Automatic,1,5,2017,2017,2017,625000.0
Petrol,Hatchback,63000,hyderabad,Hyundai,Automatic,1,5,2016,2016,2016,599000.0
Petrol,Hatchback,52617,hyderabad,Maruti,Manual,2,5,2018,2018,2018,615000.0
Petrol,Hatchback,51865,hyderabad,Maruti,Manual,1,5,2019,2019,2019,513999.99999999994
Diesel,SUV,93000,hyderabad,Audi,Manual,1,5,2017,2017,2017,2375000.0
Petrol,Hatchback,110410,hyderabad,Maruti,Manual,1,5,2015,2015,2015,458000.0
Petrol,Sedan,55846,hyderabad,Maruti,Automatic,1,5,2017,2017,2017,700000.0
Petrol,Hatchback,47000,hyderabad,Renault,Manual,1,5,2020,2020,2020,515000.00000000006
Petrol,SUV,39914,hyderabad,Ford,Manual,1,5,2018,2019,2018,822000.0000000001
Petrol,Hatchback,73000,hyderabad,Hyundai,Manual,1,5,2010,2010,2010,265000.0
Petrol,Hatchback,88048,hyderabad,Hyundai,Manual,1,5,2016,2017,2016,579000.0
Petrol,Hatchback,92278,hyderabad,Hyundai,Manual,2,5,2013,2013,2013,318000.0
Diesel,SUV,260000,hyderabad,Toyota,Manual,1,8,2003,2003,2003,434999.99999999994
Petrol,Sedan,92960,hyderabad,Honda,Manual,1,5,2016,2017,2016,643000.0
Petrol,Hatchback,63000,hyderabad,Tata,Manual,1,5,2020,2020,2020,750000.0
Petrol,SUV,20000,hyderabad,Renault,Automatic,1,5,2021,2021,2021,825000.0
Petrol,SUV,7000,hyderabad,Jeep,Automatic,1,5,2022,2022,2022,2675000.0
Petrol,Hatchback,4600,hyderabad,Maruti,Automatic,1,5,2022,2022,2022,610000.0
Petrol,Sedan,22800,hyderabad,Honda,Manual,1,5,2021,2021,2021,1090000.0
Diesel,Sedan,150000,hyderabad,Ford,Manual,1,5,2006,2006,2006,100000.0
Petrol,Sedan,10000,hyderabad,Maruti,Manual,1,5,2020,2020,2020,625000.0
Petrol,Hatchback,70000,hyderabad,Ford,Manual,2,5,2010,2010,2010,185000.0
Petrol,Hatchback,44790,hyderabad,Maruti,Manual,1,5,2020,2020,2020,357000.0
Petrol,Hatchback,14213,hyderabad,Maruti,Manual,1,5,2022,2023,2022,547000.0
Diesel,SUV,102000,hyderabad,Maruti,Manual,2,5,2018,2018,2018,800000.0
Petrol,Hatchback,40724,hyderabad,Hyundai,Manual,3,5,2012,2012,2012,311000.0
Petrol,Hatchback,55724,hyderabad,Maruti,Manual,2,5,2017,2017,2017,570000.0
Petrol,Sedan,100000,hyderabad,Maruti,Manual,1,5,2010,2010,2010,300000.0
Petrol,Hatchback,85396,hyderabad,Maruti,Manual,1,5,2017,2017,2017,332000.0
Petrol,Hatchback,50000,hyderabad,Maruti,Manual,2,5,2016,2016,2016,509999.99999999994
Petrol,Hatchback,27136,hyderabad,Maruti,Manual,1,5,2016,2016,2016,325000.0
Petrol,Hatchback,44591,hyderabad,Ford,Manual,1,5,2019,2019,2019,644000.0
Petrol,Coupe,6000,hyderabad,Mercedes-Benz,Automatic,1,4,2021,2021,2021,8200000.0
Petrol,Hatchback,20034,hyderabad,Maruti,Manual,1,5,2018,2018,2018,528000.0
Petrol,Hatchback,50000,hyderabad,Hyundai,Manual,2,5,2012,2012,2012,260000.0
Petrol,MUV,47529,hyderabad,Kia,Manual,1,7,2022,2022,2022,1150000.0
Petrol,Hatchback,46739,hyderabad,Maruti,Automatic,1,5,2017,2017,2017,740000.0
Diesel,Sedan,150000,hyderabad,Hyundai,Manual,2,5,2012,2012,2012,409999.99999999994
Petrol,Hatchback,62000,hyderabad,Maruti,Automatic,1,5,2019,2019,2019,599000.0
Petrol,MUV,45000,hyderabad,Maruti,Manual,1,6,2021,2021,2021,1125000.0
Petrol,Sedan,36000,hyderabad,Honda,Automatic,1,5,2020,2020,2020,1299000.0
Petrol,Sedan,40000,hyderabad,Honda,Manual,1,5,2019,2019,2019,1050000.0
Petrol,Hatchback,15850,hyderabad,Datsun,Manual,1,5,2020,2020,2020,416000.0
Petrol,Sedan,62535,hyderabad,Maruti,Automatic,1,5,2017,2017,2017,642000.0
Diesel,SUV,94600,hyderabad,Maruti,Manual,1,5,2018,2018,2018,849000.0
Petrol,Sedan,80375,hyderabad,Maruti,Manual,2,5,2013,2013,2013,434000.0
Petrol,Hatchback,97935,hyderabad,Honda,Manual,3,5,2012,2012,2012,276000.0
Petrol,Hatchback,38300,hyderabad,Hyundai,Manual,1,5,2019,2020,2019,710000.0
Petrol,Hatchback,81917,hyderabad,Maruti,Manual,1,5,2017,2017,2017,580000.0
Petrol,Hatchback,69000,hyderabad,Maruti,Manual,1,5,2016,2016,2016,575000.0
Petrol,Hatchback,43566,hyderabad,Hyundai,Manual,2,5,2016,2016,2016,498000.00000000006
Petrol,Hatchback,94201,hyderabad,Hyundai,Manual,2,5,2015,2015,2015,533000.0
Petrol,Hatchback,50000,hyderabad,Maruti,Automatic,1,5,2017,2017,2017,699000.0
Petrol,Hatchback,40689,hyderabad,Tata,Manual,1,5,2019,2019,2019,520000.0
Petrol,Sedan,35849,hyderabad,Honda,Manual,1,5,2018,2018,2018,720000.0
Diesel,SUV,15833,hyderabad,MG,Manual,1,5,2021,2021,2021,1800000.0
Diesel,Sedan,90000,hyderabad,Skoda,Manual,2,5,2011,2011,2011,380000.0
Petrol,Hatchback,62000,hyderabad,Hyundai,Manual,1,5,2019,2019,2019,749000.0
Petrol,Hatchback,40000,hyderabad,Maruti,Manual,3,5,2017,2017,2017,330000.0
Diesel,SUV,20000,hyderabad,Tata,Automatic,1,6,2021,2021,2021,2195000.0
Petrol,Hatchback,10000,hyderabad,Tata,Manual,1,5,2022,2022,2022,700000.0
Petrol,Hatchback,69552,hyderabad,Hyundai,Manual,1,5,2016,2016,2016,645000.0
Petrol,Hatchback,97610,hyderabad,Renault,Automatic,1,5,2018,2018,2018,391000.0
Petrol,Sedan,74914,hyderabad,Honda,Automatic,2,5,2012,2012,2012,509000.0
Diesel,SUV,41000,hyderabad,Tata,Automatic,1,5,2022,2022,2022,2275000.0
Petrol,Hatchback,101887,hyderabad,Hyundai,Manual,2,5,2015,2015,2015,516000.0
Petrol,Hatchback,42217,hyderabad,Maruti,Manual,2,5,2012,2012,2012,312000.0
Petrol,SUV,63000,hyderabad,Jeep,Automatic,1,5,2019,2019,2019,1975000.0
Petrol,Hatchback,80315,hyderabad,Maruti,Automatic,2,5,2016,2017,2016,434000.0
Petrol,Hatchback,55000,hyderabad,Maruti,Manual,1,5,2013,2013,2013,375000.0
Petrol,Hatchback,64447,hyderabad,Datsun,Manual,1,5,2019,2019,2019,432000.0
Petrol,Hatchback,76947,hyderabad,Hyundai,Automatic,1,5,2019,2019,2019,688000.0
Petrol,Hatchback,23110,hyderabad,Datsun,Manual,1,5,2018,2018,2018,350000.0
Petrol,Hatchback,40235,hyderabad,Hyundai,Manual,2,5,2018,2019,2018,496000.0
Petrol,Hatchback,48992,hyderabad,Maruti,Manual,1,5,2017,2017,2017,630000.0
Petrol,Hatchback,21000,hyderabad,Hyundai,Automatic,1,5,2019,2019,2019,685000.0
Diesel,SUV,30465,hyderabad,Citroen,Automatic,1,5,2021,2021,2021,3200000.0
Cng,Hatchback,50000,hyderabad,Maruti,Manual,1,5,2022,2022,2022,630000.0
Petrol,MUV,90000,hyderabad,Honda,Manual,2,7,2015,2015,2015,550000.0
Diesel,MUV,136083,hyderabad,Honda,Manual,1,7,2014,2014,2014,520000.0
Petrol,Sedan,90000,hyderabad,Honda,Manual,2,5,2007,2007,2007,250000.0
Diesel,SUV,100000,hyderabad,Maruti,Manual,1,5,2019,2019,2019,1000000.0
Petrol,Hatchback,39817,hyderabad,Maruti,Manual,2,5,2018,2018,2018,496000.0
Diesel,Sedan,54063,hyderabad,Maruti,Manual,1,5,2017,2018,2017,788000.0
Petrol,Hatchback,37000,hyderabad,Hyundai,Manual,1,5,2021,2021,2021,994999.9999999999
Petrol,Hatchback,67372,hyderabad,Hyundai,Manual,1,5,2013,2014,2013,416000.0
Petrol,Hatchback,76685,hyderabad,Maruti,Manual,1,5,2019,2019,2019,344000.0
Diesel,Hatchback,115595,hyderabad,Maruti,Manual,1,5,2014,2014,2014,450000.0
Petrol,Hatchback,89956,hyderabad,Volkswagen,Manual,2,5,2019,2019,2019,523000.00000000006
Diesel,Sedan,120000,hyderabad,Maruti,Manual,2,5,2011,2011,2011,340000.0
Petrol,Hatchback,87189,hyderabad,Hyundai,Manual,1,5,2019,2019,2019,520000.0
Petrol,Hatchback,42662,hyderabad,Maruti,Manual,1,5,2019,2019,2019,628000.0
Diesel,Hatchback,69000,hyderabad,Maruti,Manual,1,5,2014,2014,2014,525000.0
Petrol,Hatchback,63002,hyderabad,Hyundai,Automatic,1,5,2019,2019,2019,513999.99999999994
Diesel,Sedan,120000,hyderabad,Volkswagen,Automatic,1,5,2018,2018,2018,1700000.0
Petrol,Sedan,108000,hyderabad,Hyundai,Manual,1,5,2008,2008,2008,290000.0
Diesel,MUV,110000,hyderabad,Mahindra,Manual,2,7,2020,2020,2020,950000.0
Petrol,Sedan,40022,hyderabad,Hyundai,Manual,2,5,2018,2018,2018,900000.0
Diesel,Hatchback,81000,hyderabad,Maruti,Manual,1,5,2019,2019,2019,750000.0
Diesel,Sedan,70000,hyderabad,Tata,Manual,1,5,2011,2011,2011,300000.0
Diesel,SUV,46000,hyderabad,Mahindra,Manual,1,7,2019,2019,2019,980000.0000000001
Petrol,Hatchback,45911,hyderabad,Maruti,Automatic,1,5,2018,2018,2018,675000.0
Petrol,Sedan,87335,hyderabad,Honda,Manual,1,5,2016,2016,2016,616000.0
Petrol,SUV,15600,hyderabad,Maruti,Manual,3,8,2004,2004,2004,550000.0
Petrol,SUV,41108,hyderabad,Ford,Manual,2,5,2018,2018,2018,814000.0
Petrol,Hatchback,35545,hyderabad,Maruti,Manual,1,5,2019,2019,2019,750000.0
Diesel,Sedan,120000,hyderabad,Hyundai,Manual,1,5,2017,2017,2017,450000.0
Petrol,Hatchback,54631,hyderabad,Hyundai,Manual,1,5,2016,2016,2016,498000.00000000006
Diesel,Sedan,107000,hyderabad,Maruti,Manual,1,5,2015,2015,2015,650000.0
Petrol,Hatchback,38471,hyderabad,Hyundai,Manual,2,5,2019,2020,2019,527000.0
Petrol,Hatchback,72393,hyderabad,Maruti,Manual,2,5,2015,2015,2015,329000.0
Petrol,Hatchback,58000,hyderabad,Ford,Manual,1,5,2015,2015,2015,350000.0
Petrol,Hatchback,20266,hyderabad,Hyundai,Manual,1,5,2018,2019,2018,541000.0
Diesel,Hatchback,120000,hyderabad,Hyundai,Manual,3,5,2012,2012,2012,340000.0
Petrol,Hatchback,90000,hyderabad,Hyundai,Manual,2,5,2008,2008,2008,185000.0
Diesel,SUV,84910,hyderabad,Hyundai,Manual,1,5,2017,2017,2017,1125000.0
Petrol,Sedan,70000,hyderabad,Honda,Manual,1,5,2020,2020,2020,1000000.0
Diesel,Hatchback,120000,hyderabad,Mahindra,Manual,2,5,2018,2018,2018,450000.0
Diesel,Sedan,120000,hyderabad,Hyundai,Manual,2,5,2016,2016,2016,445000.0
Diesel,SUV,109000,hyderabad,Hyundai,Manual,1,5,2018,2018,2018,1195000.0
Petrol,Hatchback,44000,hyderabad,Maruti,Manual,1,5,2016,2017,2016,440000.00000000006
Petrol,Hatchback,44363,hyderabad,Maruti,Manual,1,5,2019,2019,2019,503000.0
Petrol,Sedan,39461,hyderabad,Maruti,Automatic,1,5,2018,2018,2018,702000.0
Diesel,Sedan,120000,hyderabad,Mercedes-Benz,Automatic,2,5,2012,2012,2012,1175000.0
Petrol,Hatchback,59126,hyderabad,Maruti,Manual,1,5,2018,2018,2018,690000.0
Petrol,Hatchback,65331,hyderabad,Hyundai,Manual,1,5,2018,2018,2018,520000.0
Petrol,Hatchback,45000,hyderabad,Maruti,Manual,1,5,2017,2017,2017,699000.0
Petrol,Hatchback,41378,hyderabad,Maruti,Manual,2,5,2013,2013,2013,436000.00000000006
Diesel,Sedan,120000,hyderabad,Tata,Manual,1,5,2013,2013,2013,250000.0
Petrol,Sedan,124781,hyderabad,Honda,Manual,1,5,2014,2014,2014,501999.99999999994
Petrol,Hatchback,63313,hyderabad,Maruti,Manual,1,5,2016,2016,2016,509999.99999999994
Diesel,Hatchback,62535,hyderabad,Maruti,Manual,1,5,2016,2017,2016,660000.0
Petrol,Hatchback,89581,hyderabad,Maruti,Manual,1,5,2017,2017,2017,599000.0
Diesel,Sedan,120000,hyderabad,Ford,Manual,2,5,2011,2011,2011,250000.0
Diesel,Sedan,78866,hyderabad,Jaguar,Automatic,1,5,2017,2017,2017,3400000.0
