fuel_type,body_type,km_driven,city,brand,transmission_type,no_of_owner,seats,manufacture_year,registration_year,model_year,price
Diesel,SUV,38706,kolkata,Volvo,Automatic,1,5,2021,2021,2021,4500000.0
Petrol,Sedan,80000,kolkata,Honda,Manual,1,5,2018,2018,2018,650000.0
Petrol,Sedan,60000,kolkata,Hyundai,Manual,1,5,2015,2015,2015,750000.0
Petrol,Hatchback,120000,kolkata,Hyundai,Manual,1,5,2016,2016,2016,500000.0
Diesel,MUV,150000,kolkata,Chevrolet,Manual,2,10,2012,2012,2012,720000.0
Diesel,Sedan,19000,kolkata,Honda,Manual,1,5,2017,2017,2017,790000.0
Diesel,MUV,260000,kolkata,Toyota,Manual,1,7,2012,2012,2012,645000.0
Petrol,Sedan,71552,kolkata,Honda,Manual,1,5,2014,2014,2014,403000.0
Petrol,Hatchback,65039,kolkata,Hyundai,Manual,2,5,2015,2015,2015,301000.0
Petrol,Hatchback,60000,kolkata,Hyundai,Manual,2,5,2007,2007,2007,40000.0
Petrol,Hatchback,73578,kolkata,Renault,Manual,1,5,2019,2020,2019,359000.0
Petrol,Hatchback,27160,kolkata,Hyundai,Automatic,1,5,2021,2021,2021,511000.00000000006
Petrol,Hatchback,36000,kolkata,Hyundai,Manual,1,5,2017,2017,2017,425000.0
Petrol,Hatchback,84367,kolkata,Hyundai,Manual,1,5,2014,2014,2014,277000.0
Petrol,MUV,32599,kolkata,Maruti,Manual,1,7,2019,2019,2019,750000.0
Petrol,SUV,47530,kolkata,Renault,Manual,1,5,2017,2017,2017,551000.0
Petrol,Hatchback,35457,kolkata,Honda,Manual,1,5,2014,2014,2014,254000.0
Petrol,SUV,28134,kolkata,Kia,Automatic,1,5,2020,2020,2020,1275000.0
Petrol,SUV,5000,kolkata,Mahindra,Automatic,0,5,2022,2020,2022,1320000.0
Petrol,Hatchback,28000,kolkata,Hyundai,Automatic,1,5,2011,2011,2011,270000.0
Diesel,SUV,20000,kolkata,Jeep,Automatic,1,5,2023,2023,2023,2000000.0
Petrol,SUV,33582,kolkata,Land Rover,Automatic,2,5,2020,2020,2020,7900000.0
Petrol,Hatchback,46005,kolkata,Hyundai,Manual,1,5,2014,2014,2014,254999.99999999997
Diesel,SUV,2565,kolkata,MG,Automatic,1,6,2021,2021,2021,3450000.0
Petrol,Hatchback,28000,kolkata,Maruti,Automatic,1,5,2018,2018,2018,535000.0
Petrol,Hatchback,32000,kolkata,Honda,Automatic,1,5,2015,2015,2015,440000.00000000006
Petrol,Sedan,45000,kolkata,Maruti,Manual,1,5,2009,2009,2009,225000.0
Diesel,SUV,78565,kolkata,Mahindra,Manual,1,7,2019,2019,2019,1295000.0
Petrol,SUV,10197,kolkata,MG,Automatic,1,5,2022,2022,2022,1792000.0000000002
Petrol,Hatchback,60000,kolkata,Hyundai,Manual,2,5,2014,2014,2014,180000.0
Petrol,Sedan,32844,kolkata,Honda,Manual,1,5,2017,2018,2017,602000.0
Cng,Hatchback,5198,kolkata,Tata,Manual,1,5,2022,2023,2022,743000.0
Petrol,Hatchback,40000,kolkata,Hyundai,Manual,1,5,2013,2013,2013,335000.0
Petrol,Sedan,19355,kolkata,Skoda,Automatic,1,5,2019,2019,2019,750000.0
Petrol,Sedan,60000,kolkata,Maruti,Manual,1,5,2010,2010,2010,240000.0
Petrol,Hatchback,31197,kolkata,Maruti,Manual,1,5,2019,2019,2019,474000.0
Petrol,Hatchback,6651,kolkata,Datsun,Manual,1,5,2021,2021,2021,346000.0
Petrol,Hatchback,60000,kolkata,Chevrolet,Manual,3,5,2009,2009,2009,70000.0
Petrol,SUV,35000,kolkata,Honda,Manual,1,7,2018,2018,2018,745000.0
Petrol,Sedan,57000,kolkata,Honda,Manual,1,5,2013,2013,2013,335000.0
Petrol,Sedan,50469,kolkata,Honda,Automatic,1,5,2016,2016,2016,550000.0
Petrol,Hatchback,32000,kolkata,Maruti,Manual,1,5,2018,2018,2018,524000.0
Petrol,Sedan,36000,kolkata,Toyota,Automatic,1,5,2016,2016,2016,850000.0
Petrol,Hatchback,30000,kolkata,Datsun,Manual,1,5,2018,2018,2018,210000.0
Diesel,SUV,68042,kolkata,Mahindra,Automatic,1,7,2018,2018,2018,999000.0
Petrol,Hatchback,65000,kolkata,Hyundai,Manual,2,5,2014,2014,2014,229999.99999999997
Petrol,Hatchback,24000,kolkata,Maruti,Manual,1,5,2020,2020,2020,549000.0
Diesel,Sedan,82948,kolkata,Maruti,Manual,1,5,2016,2016,2016,520000.0
Petrol,Hatchback,23162,kolkata,Maruti,Manual,2,5,2010,2010,2010,141000.0
Petrol,Hatchback,45000,kolkata,Maruti,Manual,1,5,2010,2010,2010,129000.0
Petrol,SUV,7281,kolkata,Honda,Manual,2,5,2020,2020,2020,641000.0
Petrol,Hatchback,29428,kolkata,Hyundai,Manual,1,5,2016,2016,2016,466000.0
Petrol,SUV,64000,kolkata,Hyundai,Manual,1,5,2018,2018,2018,844999.9999999999
Petrol,Hatchback,62202,kolkata,Maruti,Manual,1,5,2016,2017,2016,215000.0
Petrol,Sedan,47000,kolkata,Honda,Manual,1,5,2018,2018,2018,725000.0
Cng,Sedan,13145,kolkata,Tata,Manual,1,5,2022,2022,2022,772000.0
Petrol,Hatchback,119490,kolkata,Hyundai,Manual,1,5,2017,2017,2017,254999.99999999997
Diesel,SUV,8000,kolkata,Mahindra,Manual,1,7,2021,2021,2021,1673999.9999999998
Diesel,Sedan,45000,kolkata,Honda,Manual,1,5,2015,2015,2015,525000.0
Petrol,Hatchback,46422,kolkata,Maruti,Manual,1,5,2016,2016,2016,295000.0
Petrol,Hatchback,64000,kolkata,Hyundai,Manual,3,5,2014,2014,2014,235000.0
Diesel,Sedan,52000,kolkata,Volkswagen,Manual,1,5,2020,2020,2020,495000.0
Petrol,Sedan,25000,kolkata,Honda,Manual,1,5,2019,2019,2019,685000.0
Petrol,Hatchback,15000,kolkata,Hyundai,Manual,2,5,2013,2013,2013,186000.0
Petrol,SUV,45000,kolkata,Kia,Manual,1,5,2020,2020,2020,1265000.0
Petrol,SUV,65000,kolkata,Hyundai,Automatic,1,5,2018,2018,2018,894999.9999999999
Diesel,SUV,65000,kolkata,Jeep,Manual,1,5,2018,2018,2018,950000.0
Petrol,Sedan,21628,kolkata,Honda,Manual,1,5,2019,2019,2019,727000.0
Petrol,Hatchback,8347,kolkata,Maruti,Manual,1,5,2016,2016,2016,426999.99999999994
Diesel,SUV,72057,kolkata,Mahindra,Manual,2,7,2016,2016,2016,875000.0
Petrol,Hatchback,52549,kolkata,Hyundai,Manual,1,5,2017,2017,2017,349000.0
Petrol,Sedan,44540,kolkata,Honda,Automatic,2,5,2014,2014,2014,450000.0
Petrol,Hatchback,44000,kolkata,Maruti,Manual,2,5,2014,2014,2014,320000.0
Diesel,Hatchback,53084,kolkata,Hyundai,Manual,1,5,2019,2020,2019,646000.0
Petrol,Sedan,34339,kolkata,Toyota,Automatic,2,5,2018,2018,2018,1124000.0
Petrol,SUV,15456,kolkata,Kia,Manual,1,5,2020,2020,2020,1057000.0
Petrol,Hatchback,68000,kolkata,Hyundai,Manual,1,5,2018,2018,2018,385000.0
Petrol,SUV,10000,kolkata,Maruti,Manual,1,5,2021,2021,2021,875000.0
Diesel,SUV,100000,kolkata,Mahindra,Manual,1,7,2017,2017,2017,520000.0
Diesel,SUV,59639,kolkata,Mahindra,Manual,1,7,2019,2019,2019,675000.0
Petrol,Hatchback,50000,kolkata,Maruti,Manual,1,5,2017,2017,2017,360000.0
Petrol,Sedan,37000,kolkata,Audi,Automatic,1,5,2016,2016,2016,1795000.0
Petrol,Sedan,60000,kolkata,Renault,Manual,2,5,2013,2013,2013,235000.0
Petrol,Hatchback,8000,kolkata,Hyundai,Manual,1,5,2022,2022,2022,900000.0
Diesel,MUV,31000,kolkata,Maruti,Manual,1,7,2017,2017,2017,800000.0
Petrol,Sedan,44890,kolkata,Honda,Manual,1,5,2016,2016,2016,357000.0
Diesel,SUV,48752,kolkata,Hyundai,Manual,2,5,2017,2017,2017,620000.0
Diesel,SUV,10000,kolkata,Tata,Automatic,1,6,2022,2022,2022,2350000.0
Petrol,SUV,5151,kolkata,Mahindra,Manual,1,5,2017,2017,2017,372000.0
Petrol,Hatchback,28807,kolkata,Maruti,Manual,1,5,2017,2017,2017,275000.0
Petrol,Hatchback,30000,kolkata,Hyundai,Manual,2,5,2014,2014,2014,220000.00000000003
Petrol,Sedan,20593,kolkata,Honda,Manual,1,5,2019,2019,2019,763000.0
Petrol,Hatchback,10000,kolkata,Tata,Manual,1,5,2020,2020,2020,735000.0
Petrol,Sedan,82879,kolkata,Honda,Manual,2,5,2015,2015,2015,260000.0
Petrol,Sedan,13407,kolkata,Honda,Manual,1,5,2022,2022,2022,1015000.0
Petrol,Hatchback,100000,kolkata,Maruti,Manual,1,5,2019,2019,2019,409999.99999999994
Diesel,MUV,66000,kolkata,Maruti,Manual,1,7,2018,2018,2018,791000.0
Diesel,MUV,177000,kolkata,Toyota,Manual,1,7,2015,2015,2015,745000.0
Diesel,MUV,21100,kolkata,Toyota,Manual,1,7,2021,2021,2021,1850000.0
Diesel,MUV,120000,kolkata,Tata,Manual,1,10,2005,2005,2005,110000.00000000001
Petrol,Hatchback,100000,kolkata,Hyundai,Manual,1,5,2015,2015,2015,310000.0
Diesel,Sedan,44227,kolkata,BMW,Automatic,1,4,2018,2018,2018,3900000.0
Diesel,SUV,70000,kolkata,Toyota,Automatic,3,7,2015,2015,2015,1350000.0
Petrol,SUV,45000,kolkata,Honda,Manual,1,5,2019,2019,2019,650000.0
Petrol,SUV,50000,kolkata,Hyundai,Manual,1,6,2021,2021,2021,1600000.0
Petrol,Hatchback,77042,kolkata,Maruti,Manual,1,5,2019,2019,2019,449000.0
Petrol,Sedan,42325,kolkata,Tata,Manual,1,5,2021,2021,2021,517000.0
Petrol,Hatchback,50000,kolkata,Volkswagen,Manual,1,5,2017,2017,2017,500000.0
Petrol,Hatchback,37196,kolkata,Maruti,Manual,1,5,2015,2015,2015,400000.0
Diesel,Hatchback,61530,kolkata,Maruti,Manual,1,5,2017,2017,2017,459999.99999999994
Petrol,Hatchback,48000,kolkata,Hyundai,Manual,1,5,2016,2016,2016,580000.0
Diesel,SUV,74444,kolkata,Maruti,Manual,1,5,2017,2017,2017,643000.0
Petrol,Hatchback,120000,kolkata,Skoda,Manual,1,5,2011,2011,2011,200000.0
Petrol,Hatchback,11768,kolkata,Maruti,Manual,1,5,2020,2020,2020,411000.00000000006
Petrol,Hatchback,19715,kolkata,Renault,Manual,2,5,2020,2020,2020,384000.0
Petrol,SUV,54581,kolkata,Honda,Manual,1,5,2018,2018,2018,500000.0
Diesel,Sedan,34000,kolkata,Audi,Automatic,1,5,2014,2014,2014,1475000.0
Petrol,Hatchback,50000,kolkata,Hyundai,Manual,2,5,2016,2016,2016,500000.0
Petrol,Hatchback,40000,kolkata,Volkswagen,Manual,2,5,2014,2014,2014,360000.0
Diesel,SUV,70000,kolkata,Toyota,Automatic,4,7,2015,2015,2015,1450000.0
Petrol,SUV,19600,kolkata,Porsche,Automatic,3,5,2016,2016,2016,4200000.0
Diesel,MUV,120000,kolkata,Chevrolet,Manual,1,7,2011,2011,2011,350000.0
Diesel,SUV,68000,kolkata,BMW,Automatic,1,5,2012,2012,2012,1199000.0
Diesel,Sedan,70000,kolkata,Tata,Manual,2,5,2014,2014,2014,220000.00000000003
Diesel,Hatchback,50000,kolkata,Hyundai,Manual,4,5,2016,2016,2016,330000.0
Petrol,Sedan,70179,kolkata,Tata,Manual,1,5,2021,2021,2021,518000.0
Petrol,Hatchback,54501,kolkata,Maruti,Manual,1,5,2010,2010,2010,141000.0
Diesel,SUV,20000,kolkata,Renault,Manual,1,5,2018,2018,2018,800000.0
Petrol,Hatchback,28651,kolkata,Maruti,Manual,1,5,2016,2016,2016,227000.0
Petrol,Sedan,64787,kolkata,Honda,Manual,2,5,2014,2014,2014,372000.0
Diesel,SUV,138726,kolkata,Toyota,Manual,1,7,2014,2014,2014,1300000.0
Petrol,Hatchback,24147,kolkata,Maruti,Manual,1,5,2019,2020,2019,437000.0
Petrol,Sedan,65000,kolkata,Toyota,Automatic,1,5,2017,2017,2017,950000.0
Petrol,Sedan,79513,kolkata,Honda,Manual,1,5,2015,2015,2015,421000.0
Petrol,Hatchback,87845,kolkata,Hyundai,Manual,1,5,2010,2010,2010,193000.0
Petrol,MUV,20000,kolkata,Maruti,Manual,1,7,2015,2015,2015,750000.0
Petrol,Sedan,55000,kolkata,Volkswagen,Manual,1,5,2015,2015,2015,599000.0
Petrol,Hatchback,60000,kolkata,Mahindra,Manual,2,6,2020,2020,2020,470000.0
Petrol,Hatchback,47183,kolkata,Honda,Manual,1,5,2014,2014,2014,335000.0
Diesel,MUV,150000,kolkata,Toyota,Manual,1,7,2015,2015,2015,1050000.0
Diesel,Sedan,41510,kolkata,Mercedes-Benz,Automatic,2,5,2015,2015,2015,2199000.0
Diesel,Sedan,54600,kolkata,Hyundai,Manual,1,5,2017,2017,2017,843000.0
Petrol,Hatchback,20000,kolkata,Hyundai,Manual,1,5,2007,2007,2007,50000.0
Petrol,MUV,4000,kolkata,Renault,Manual,1,7,2022,2022,2022,650000.0
Petrol,Sedan,70000,kolkata,Chevrolet,Manual,1,5,2015,2015,2015,180000.0
Petrol,SUV,29882,kolkata,Maruti,Manual,1,5,2021,2021,2021,673000.0
Petrol,Hatchback,55314,kolkata,Toyota,Manual,1,5,2011,2011,2011,198000.0
Diesel,Sedan,69000,kolkata,Hyundai,Manual,1,5,2013,2013,2013,250000.0
Petrol,Sedan,41565,kolkata,Maruti,Manual,2,5,2015,2016,2015,338000.0
Petrol,Hatchback,46624,kolkata,Hyundai,Manual,2,5,2011,2011,2011,198000.0
Diesel,SUV,56312,kolkata,Kia,Automatic,1,5,2021,2021,2021,1400000.0
Petrol,Hatchback,22950,kolkata,Maruti,Manual,1,5,2019,2019,2019,283000.0
Petrol,Hatchback,42000,kolkata,Hyundai,Manual,2,5,2014,2014,2014,214000.0
Petrol,Hatchback,26135,kolkata,Hyundai,Manual,1,5,2014,2014,2014,215000.0
Petrol,Hatchback,20913,kolkata,Volkswagen,Manual,1,5,2020,2020,2020,749000.0
Petrol,Hatchback,14000,kolkata,Hyundai,Manual,2,5,2013,2013,2013,185000.0
Petrol,Hatchback,3000,kolkata,Maruti,Manual,1,5,2020,2020,2020,421000.0
Diesel,Hatchback,52002,kolkata,Maruti,Manual,1,5,2018,2018,2018,465000.00000000006
Petrol,Hatchback,60000,kolkata,Hyundai,Manual,2,5,2010,2010,2010,200000.0
Diesel,SUV,50000,kolkata,Kia,Manual,1,5,2021,2021,2021,1321000.0
Petrol,Sedan,59000,kolkata,Toyota,Manual,1,5,2014,2014,2014,450000.0
Diesel,SUV,15000,kolkata,Kia,Manual,1,5,2022,2022,2022,1199000.0
Petrol,Hatchback,22393,kolkata,Hyundai,Manual,2,5,2014,2014,2014,210000.0
Diesel,Sedan,53483,kolkata,Honda,Manual,1,5,2016,2016,2016,345000.0
Petrol,Sedan,49000,kolkata,Honda,Automatic,1,5,2011,2011,2011,421000.0
Petrol,Hatchback,38420,kolkata,Maruti,Manual,1,5,2011,2011,2011,171000.0
Petrol,Hatchback,60585,kolkata,Hyundai,Manual,1,5,2010,2010,2010,172000.0
Petrol,Sedan,12809,kolkata,Mercedes-Benz,Automatic,1,5,2021,2021,2021,6600000.0
Diesel,Sedan,37243,kolkata,Skoda,Automatic,1,5,2019,2019,2019,794000.0
Petrol,SUV,25796,kolkata,Toyota,Manual,1,5,2022,2022,2022,881000.0
Diesel,MUV,34000,kolkata,Toyota,Manual,1,8,2018,2018,2018,1735000.0000000002
Petrol,SUV,29717,kolkata,Hyundai,Automatic,1,5,2019,2019,2019,852999.9999999999
Petrol,Hatchback,42000,kolkata,Nissan,Manual,1,5,2018,2018,2018,325000.0
Petrol,Hatchback,24425,kolkata,Maruti,Manual,1,5,2014,2014,2014,284000.0
Petrol,Sedan,14323,kolkata,Skoda,Automatic,1,5,2020,2021,2020,936000.0
Diesel,SUV,9700,kolkata,Mahindra,Manual,1,7,2019,2019,2019,800000.0
Petrol,Sedan,50000,kolkata,Hyundai,Manual,2,5,2011,2011,2011,250000.0
Petrol,Sedan,51097,kolkata,Honda,Automatic,1,5,2017,2017,2017,650000.0
Petrol,Hatchback,60000,kolkata,Hyundai,Manual,2,5,2010,2010,2010,165000.0
Petrol,Sedan,23684,kolkata,Maruti,Manual,1,5,2022,2022,2022,850000.0
Petrol,Hatchback,40000,kolkata,Hyundai,Manual,1,5,2009,2009,2009,161000.0
Diesel,SUV,60002,kolkata,Mercedes-Benz,Automatic,1,5,2017,2017,2017,2750000.0
Petrol,SUV,39000,kolkata,Honda,Manual,1,7,2018,2018,2018,795000.0
Petrol,MUV,40000,kolkata,Maruti,Manual,1,7,2020,2020,2020,900000.0
Diesel,Hatchback,16001,kolkata,Volvo,Automatic,1,5,2017,2017,2017,1800000.0
Petrol,Sedan,51000,kolkata,Hyundai,Manual,2,5,2014,2014,2014,361000.0
Petrol,Hatchback,10143,kolkata,Maruti,Manual,1,5,2021,2021,2021,509999.99999999994
Petrol,Hatchback,53657,kolkata,Maruti,Manual,2,5,2019,2020,2019,415000.00000000006
Petrol,Hatchback,88532,kolkata,Maruti,Manual,1,5,2014,2014,2014,266000.0
Petrol,Hatchback,60000,kolkata,Maruti,Manual,1,5,2013,2013,2013,150000.0
Petrol,SUV,12059,kolkata,Skoda,Manual,1,5,2021,2021,2021,1375000.0
Petrol,Hatchback,10000,kolkata,Tata,Manual,1,5,2021,2021,2021,520000.0
Diesel,SUV,47000,kolkata,Mahindra,Manual,1,9,2018,2018,2018,925000.0
Diesel,SUV,20000,kolkata,Renault,Manual,1,5,2018,2018,2018,650000.0
Petrol,Sedan,37000,kolkata,Maruti,Manual,1,5,2013,2013,2013,285000.0
Petrol,Hatchback,9520,kolkata,Hyundai,Manual,1,5,2022,2022,2022,728000.0
Petrol,Sedan,100000,kolkata,Chevrolet,Manual,1,5,2016,2016,2016,210000.0
Cng,Hatchback,22577,kolkata,Hyundai,Manual,1,5,2022,2022,2022,535000.0
Petrol,Hatchback,9902,kolkata,Hyundai,Manual,1,5,2021,2021,2021,824000.0
Petrol,SUV,70000,kolkata,Ford,Manual,1,5,2016,2016,2016,500000.0
Petrol,Hatchback,20101,kolkata,Hyundai,Manual,1,5,2020,2020,2020,526000.0
Petrol,SUV,15258,kolkata,Tata,Manual,1,5,2021,2021,2021,969999.9999999999
Petrol,SUV,36397,kolkata,Hyundai,Automatic,1,5,2020,2020,2020,951000.0
Petrol,Hatchback,120000,kolkata,Skoda,Manual,1,5,2011,2011,2011,180000.0
Diesel,Sedan,52000,kolkata,BMW,Automatic,1,5,2012,2012,2012,975000.0
Diesel,SUV,51900,kolkata,Mercedes-Benz,Automatic,1,5,2019,2019,2019,2250000.0
Petrol,Sedan,70000,kolkata,Honda,Automatic,1,5,2017,2017,2017,750000.0
Petrol,SUV,10000,kolkata,Jeep,Automatic,1,5,2022,2022,2022,2650000.0
Diesel,SUV,30000,kolkata,BMW,Automatic,1,5,2016,2016,2016,1950000.0
Petrol,SUV,23303,kolkata,Hyundai,Manual,2,5,2019,2019,2019,930000.0000000001
Diesel,SUV,70000,kolkata,Mahindra,Manual,2,7,2017,2017,2017,850000.0
Petrol,SUV,50000,kolkata,Hyundai,Manual,2,5,2019,2019,2019,1019999.9999999999
Petrol,Hatchback,11326,kolkata,Maruti,Manual,1,5,2019,2019,2019,614000.0
Petrol,Hatchback,23609,kolkata,Maruti,Manual,1,5,2020,2020,2020,630000.0
Petrol,Hatchback,30000,kolkata,Maruti,Manual,2,5,2016,2016,2016,320000.0
Petrol,Hatchback,60533,kolkata,Hyundai,Manual,1,5,2014,2014,2014,241000.0
Petrol,Sedan,46328,kolkata,Maruti,Manual,1,5,2016,2016,2016,513000.0
Petrol,SUV,60000,kolkata,MG,Automatic,1,6,2020,2020,2020,1550000.0
Petrol,SUV,31745,kolkata,Hyundai,Automatic,1,5,2019,2019,2019,1006000.0
Diesel,SUV,78668,kolkata,Toyota,Automatic,3,7,2012,2012,2012,1075000.0
Petrol,SUV,3115,kolkata,Renault,Manual,1,5,2021,2021,2021,718000.0
Petrol,Hatchback,8940,kolkata,Maruti,Automatic,1,5,2022,2022,2022,635000.0
Petrol,Hatchback,10000,kolkata,Hyundai,Manual,1,5,2015,2015,2015,475000.0
Petrol,Sedan,40000,kolkata,Hyundai,Manual,3,5,2014,2014,2014,305000.0
Petrol,Sedan,45652,kolkata,Honda,Manual,1,5,2018,2020,2018,755000.0
Petrol,Sedan,30000,kolkata,Maruti,Manual,1,5,2019,2019,2019,800000.0
Petrol,Sedan,85033,kolkata,Jaguar,Automatic,4,5,2015,2015,2015,1800000.0
Petrol,Hatchback,30000,kolkata,Hyundai,Manual,1,5,2017,2017,2017,450000.0
Petrol,Hatchback,70000,kolkata,Hyundai,Manual,1,5,2011,2011,2011,290000.0
Petrol,Hatchback,17200,kolkata,Maruti,Manual,1,5,2019,2019,2019,580000.0
Petrol,Sedan,18255,kolkata,Honda,Manual,1,5,2015,2015,2015,600000.0
Petrol,Sedan,80000,kolkata,Toyota,Manual,2,5,2015,2015,2015,595000.0
Petrol,Hatchback,6398,kolkata,Maruti,Manual,1,5,2022,2022,2022,546000.0
Petrol,Hatchback,45739,kolkata,Hyundai,Automatic,1,5,2020,2020,2020,588000.0
Diesel,SUV,46000,kolkata,Toyota,Manual,1,7,2016,2016,2016,2300000.0
Petrol,SUV,35254,kolkata,Honda,Manual,1,7,2016,2016,2016,499000.0
Petrol,Sedan,41334,kolkata,Toyota,Manual,1,5,2018,2018,2018,623000.0
Petrol,Hatchback,51463,kolkata,Honda,Manual,1,5,2014,2014,2014,300000.0
Petrol,Hatchback,29478,kolkata,Maruti,Manual,1,5,2019,2019,2019,338000.0
Diesel,MUV,85101,kolkata,Toyota,Manual,1,7,2019,2019,2019,1750000.0
Petrol,Hatchback,6903,kolkata,Maruti,Manual,1,5,2022,2022,2022,443000.0
Petrol,Hatchback,57602,kolkata,Hyundai,Manual,2,5,2013,2013,2013,213000.0
Diesel,Sedan,52047,kolkata,Porsche,Automatic,2,4,2013,2013,2013,3150000.0
Diesel,SUV,71742,kolkata,Mercedes-Benz,Automatic,1,5,2017,2017,2017,3700000.0
Petrol,SUV,413,kolkata,Volvo,Automatic,1,5,2023,2023,2023,4450000.0
Petrol,Hatchback,10000,kolkata,Maruti,Manual,1,5,2015,2015,2015,234000.0
Petrol,Hatchback,50000,kolkata,Hyundai,Manual,1,5,2009,2009,2009,140000.0
Petrol,Hatchback,18000,kolkata,Maruti,Automatic,1,5,2018,2018,2018,534000.0
Petrol,Hatchback,32000,kolkata,Maruti,Automatic,1,5,2018,2018,2018,380000.0
Diesel,SUV,42000,kolkata,Ford,Manual,1,5,2018,2018,2018,565000.0
Petrol,Sedan,45000,kolkata,Honda,Manual,1,5,2014,2014,2014,381000.0
Petrol,Sedan,29000,kolkata,Honda,Automatic,1,5,2018,2018,2018,749000.0
Petrol,MUV,19675,kolkata,Maruti,Manual,2,7,2012,2012,2012,426000.0
Petrol,Hatchback,20378,kolkata,Hyundai,Automatic,1,5,2021,2021,2021,877000.0
Petrol,SUV,10000,kolkata,Skoda,Automatic,1,5,2022,2022,2022,1400000.0
Petrol,Hatchback,33683,kolkata,Hyundai,Manual,1,5,2015,2016,2015,335000.0
Petrol,Hatchback,18518,kolkata,Maruti,Manual,1,5,2021,2021,2021,413999.99999999994
Petrol,Hatchback,36000,kolkata,Maruti,Manual,1,5,2016,2016,2016,321000.0
Petrol,Hatchback,30791,kolkata,Maruti,Manual,2,5,2019,2019,2019,323000.0
Petrol,MUV,18000,kolkata,Maruti,Manual,1,7,2021,2021,2021,925000.0
Petrol,Hatchback,14447,kolkata,Maruti,Manual,1,5,2020,2020,2020,345000.0
Petrol,Hatchback,19991,kolkata,Hyundai,Manual,2,5,2019,2019,2019,454000.0
Petrol,Hatchback,24000,kolkata,Hyundai,Manual,1,5,2016,2016,2016,259000.0
Diesel,SUV,41000,kolkata,Mahindra,Manual,1,7,2019,2019,2019,675000.0
Diesel,SUV,45000,kolkata,Audi,Manual,1,5,2015,2016,2015,1095000.0
Petrol,SUV,10177,kolkata,Hyundai,Automatic,1,7,2021,2021,2021,1875000.0
Petrol,Hatchback,35444,kolkata,Hyundai,Manual,1,5,2013,2013,2013,325000.0
Petrol,Hatchback,35000,kolkata,Hyundai,Manual,1,5,2017,2017,2017,415000.00000000006
Diesel,MUV,40000,kolkata,Toyota,Manual,1,7,2019,2019,2019,1695000.0
Diesel,Hatchback,49040,kolkata,Hyundai,Manual,1,5,2016,2016,2016,365000.0
Petrol,Hatchback,40000,kolkata,Maruti,Manual,2,5,2007,2007,2007,98000.0
Petrol,Hatchback,49546,kolkata,Maruti,Manual,1,5,2019,2019,2019,333000.0
Petrol,Sedan,38698,kolkata,Maruti,Manual,1,5,2014,2015,2014,405999.99999999994
Petrol,Sedan,32814,kolkata,Honda,Manual,1,5,2018,2019,2018,675000.0
Petrol,Sedan,14642,kolkata,Hyundai,Manual,1,5,2015,2015,2015,329000.0
Petrol,Hatchback,33429,kolkata,Maruti,Manual,1,5,2017,2017,2017,279000.0
Petrol,Sedan,36448,kolkata,Hyundai,Manual,2,5,2012,2012,2012,299000.0
Petrol,Hatchback,30739,kolkata,Hyundai,Manual,1,5,2022,2022,2022,622000.0
Petrol,Hatchback,21300,kolkata,Hyundai,Manual,1,5,2021,2021,2021,798000.0
Petrol,Hatchback,13463,kolkata,Hyundai,Manual,1,5,2020,2020,2020,618000.0
Petrol,Hatchback,15477,kolkata,Maruti,Automatic,1,5,2019,2019,2019,430999.99999999994
Petrol,Hatchback,33000,kolkata,Maruti,Automatic,1,5,2018,2018,2018,415000.00000000006
Petrol,Hatchback,50000,kolkata,Hyundai,Manual,2,5,2010,2010,2010,180000.0
Petrol,SUV,15766,kolkata,Audi,Automatic,1,5,2021,2021,2021,3700000.0
Diesel,SUV,28895,kolkata,Hyundai,Automatic,1,6,2021,2021,2021,1675000.0
Petrol,Hatchback,10000,kolkata,Maruti,Manual,1,5,2019,2019,2019,620000.0
Diesel,Sedan,50000,kolkata,Volkswagen,Manual,1,5,2015,2015,2015,380000.0
Diesel,SUV,70000,kolkata,Mahindra,Automatic,2,7,2016,2016,2016,840000.0
Diesel,Sedan,24600,kolkata,Mercedes-Benz,Automatic,1,5,2020,2020,2020,3500000.0
Diesel,SUV,10711,kolkata,Mahindra,Manual,1,4,2023,2023,2023,1550000.0
Petrol,MUV,90000,kolkata,Maruti,Manual,1,7,2018,2018,2018,600000.0
Petrol,SUV,19712,kolkata,Hyundai,Manual,1,5,2020,2020,2020,868000.0
Petrol,Sedan,31772,kolkata,Honda,Automatic,1,5,2019,2019,2019,917000.0
Diesel,Sedan,150000,kolkata,Hindustan Motors,Manual,1,5,2013,2013,2013,100000.0
Petrol,Sedan,31055,kolkata,Hyundai,Manual,1,5,2019,2019,2019,867000.0
Petrol,SUV,25695,kolkata,Renault,Manual,1,5,2021,2021,2021,827000.0
Petrol,Hatchback,20000,kolkata,Maruti,Manual,1,5,2021,2021,2021,420000.0
Diesel,SUV,24181,kolkata,Mahindra,Manual,1,5,2019,2019,2019,942000.0
Diesel,SUV,70000,kolkata,Kia,Automatic,1,5,2020,2020,2020,1300000.0
Petrol,SUV,42970,kolkata,Renault,Manual,1,5,2020,2020,2020,803999.9999999999
Petrol,Hatchback,12541,kolkata,Maruti,Manual,2,5,2012,2012,2012,179000.0
Petrol,Hatchback,10000,kolkata,Hyundai,Manual,1,5,2019,2019,2019,550000.0
